trial_size,mean_x,mean_y,x_std,y_std,max_distance,theoretical_std
1000,-0.21361519789349404,0.29370164361916734,7.742114710984199,8.041952662608017,26.67898059698311,7.905694150420948
5000,-0.022717036563116095,-0.09289940244612799,7.908324440263306,7.872834764099328,40.83734814739008,7.905694150420948
10000,0.06440461693509293,-0.06415395626830686,7.872328943934316,7.944225085823651,32.88528138710816,7.905694150420948
